id_movimento,data_emissao,data_vencimento,data_pagamento,tipo,categoria,centro_custo,entidade,forma_pagamento,valor_previsto,valor_realizado,status
MOV-00578,2025-08-02,2025-08-13,2025-08-09,Entrada,Vendas B2B,Administrativo,Cliente 06,Transferência,3053.59,2962.74,Pago
MOV-00579,2025-07-14,2025-08-17,2025-08-16,Entrada,Vendas B2B,Tecnologia,Cliente 41,Boleto,3186.21,3094.92,Pago
MOV-00580,2025-07-22,2025-08-09,2025-08-11,Entrada,Vendas B2B,Operações,Cliente 11,Transferência,5211.29,5264.8,Pago
MOV-00581,2025-07-22,2025-08-18,2025-08-16,Entrada,Vendas B2B,Tecnologia,Cliente 18,Boleto,15803.18,15843.51,Pago
MOV-00582,2025-07-30,2025-08-19,2025-08-15,Entrada,Serviços,Administrativo,Cliente 29,PIX,13668.97,13514.27,Pago
MOV-00583,2025-07-30,2025-08-22,2025-09-04,Entrada,Vendas B2B,Marketing,Cliente 12,Cartão,9059.21,8816.68,Pago em atraso
MOV-00584,2025-07-24,2025-08-27,2025-08-23,Entrada,Assinaturas,Marketing,Cliente 37,Boleto,6869.68,7064.92,Pago
MOV-00585,2025-07-24,2025-08-23,2025-08-25,Entrada,Vendas B2B,Marketing,Cliente 31,Boleto,13646.11,13490.87,Pago
MOV-00586,2025-07-19,2025-08-20,2025-08-20,Entrada,Serviços,Tecnologia,Cliente 21,Cartão,4535.96,4506.59,Pago
MOV-00587,2025-07-16,2025-08-04,2025-08-06,Entrada,Vendas B2B,Tecnologia,Cliente 39,Boleto,3452.13,3523.75,Pago
MOV-00588,2025-08-11,2025-08-23,2025-08-23,Entrada,Vendas B2B,Tecnologia,Cliente 35,Cartão,8159.45,8186.94,Pago
MOV-00589,2025-07-29,2025-08-20,2025-08-17,Entrada,Vendas B2B,Comercial,Cliente 22,Boleto,8266.73,8501.78,Pago
MOV-00590,2025-08-09,2025-08-26,2025-08-26,Entrada,Assinaturas,Operações,Cliente 43,PIX,10722.3,10750.95,Pago
MOV-00591,2025-08-14,2025-08-27,2025-08-29,Entrada,Assinaturas,Marketing,Cliente 12,Transferência,12395.12,12265.25,Pago
MOV-00592,2025-07-05,2025-08-04,2025-08-05,Entrada,Serviços,Comercial,Cliente 06,Boleto,3510.81,3474.45,Pago
MOV-00593,2025-07-25,2025-08-25,2025-08-20,Entrada,Assinaturas,Operações,Cliente 29,Transferência,14820.6,15049.2,Pago
MOV-00594,2025-07-03,2025-08-07,2025-08-07,Entrada,Vendas B2B,Tecnologia,Cliente 28,Transferência,10541.95,10415.28,Pago
MOV-00595,2025-08-01,2025-08-20,2025-08-21,Saída,Administrativo,Comercial,Fornecedor 24,PIX,7084.18,7231.94,Pago
MOV-00596,2025-07-26,2025-08-12,2025-08-11,Saída,Fornecedores,Marketing,Fornecedor 45,Cartão,6850.79,7001.1,Pago
MOV-00597,2025-07-19,2025-08-13,2025-08-11,Saída,Marketing,Operações,Fornecedor 13,Cartão,8411.17,8493.17,Pago
MOV-00598,2025-08-02,2025-08-14,2025-08-11,Saída,Logística,Comercial,Fornecedor 10,Cartão,4796.84,4691.58,Pago
MOV-00599,2025-07-01,2025-08-05,2025-08-19,Saída,Marketing,Administrativo,Fornecedor 28,Boleto,11117.67,11357.91,Pago em atraso
MOV-00600,2025-08-03,2025-08-13,2025-08-10,Saída,Pessoal,Administrativo,Fornecedor 32,Boleto,13377.65,13317.27,Pago
MOV-00601,2025-07-21,2025-08-18,2025-08-13,Saída,Tecnologia,Marketing,Fornecedor 24,PIX,3860.7,3971.48,Pago
MOV-00602,2025-07-22,2025-08-03,2025-08-02,Saída,Marketing,Administrativo,Fornecedor 40,PIX,10981.55,10958.45,Pago
MOV-00603,2025-07-26,2025-08-22,2025-08-18,Saída,Fornecedores,Administrativo,Fornecedor 20,PIX,7577.11,7660.79,Pago
MOV-00604,2025-07-12,2025-08-01,2025-08-03,Saída,Logística,Marketing,Fornecedor 23,Transferência,6593.75,6623.01,Pago
MOV-00605,2025-07-26,2025-08-20,2025-08-19,Saída,Fornecedores,Administrativo,Fornecedor 11,PIX,1455.26,1416.96,Pago
MOV-00606,2025-08-10,2025-08-24,2025-08-23,Saída,Marketing,Administrativo,Fornecedor 05,Transferência,4092.1,4088.36,Pago
MOV-00607,2025-07-11,2025-08-09,2025-08-04,Saída,Fornecedores,Operações,Fornecedor 38,Boleto,7424.25,7531.8,Pago
MOV-00608,2025-07-02,2025-08-06,2025-08-04,Saída,Marketing,Administrativo,Fornecedor 03,Transferência,4894.31,4889.88,Pago
MOV-00609,2025-07-17,2025-08-20,2025-08-17,Saída,Administrativo,Marketing,Fornecedor 25,Boleto,11039.22,11262.84,Pago
MOV-00610,2025-07-19,2025-08-06,2025-08-06,Saída,Marketing,Comercial,Fornecedor 04,Boleto,8557.45,8328.62,Pago
MOV-00611,2025-07-24,2025-08-25,2025-08-23,Saída,Pessoal,Marketing,Fornecedor 31,Transferência,10249.02,10175.1,Pago
MOV-00612,2025-07-12,2025-08-01,2025-08-03,Saída,Fornecedores,Administrativo,Fornecedor 44,PIX,10041.07,9969.98,Pago
MOV-00613,2025-07-13,2025-08-12,2025-08-13,Saída,Fornecedores,Tecnologia,Fornecedor 22,Transferência,6555.29,6598.75,Pago
MOV-00614,2025-07-19,2025-08-21,2025-08-23,Saída,Fornecedores,Operações,Fornecedor 44,Boleto,2102.58,2137.04,Pago
MOV-00615,2025-08-01,2025-08-11,2025-08-06,Saída,Pessoal,Marketing,Fornecedor 07,PIX,14953.26,15250.85,Pago
MOV-00616,2025-07-26,2025-08-24,2025-08-22,Saída,Marketing,Comercial,Fornecedor 04,Boleto,4706.64,4575.05,Pago
MOV-00617,2025-08-09,2025-08-23,2025-08-19,Saída,Administrativo,Marketing,Fornecedor 43,Boleto,7653.41,7817.09,Pago
MOV-00618,2025-07-22,2025-08-09,2025-08-05,Saída,Logística,Marketing,Fornecedor 45,Transferência,8245.41,8314.07,Pago
MOV-00619,2025-07-29,2025-08-09,2025-08-10,Saída,Fornecedores,Tecnologia,Fornecedor 17,Boleto,9120.26,9059.29,Pago
MOV-00620,2025-07-24,2025-08-20,2025-08-22,Saída,Pessoal,Marketing,Fornecedor 14,PIX,14365.14,14027.64,Pago
MOV-00621,2025-07-17,2025-08-04,2025-08-07,Saída,Logística,Marketing,Fornecedor 02,Cartão,8448.46,8484.63,Pago em atraso
MOV-00622,2025-07-13,2025-08-02,2025-08-01,Saída,Fornecedores,Marketing,Fornecedor 37,PIX,7676.57,7516.1,Pago
MOV-00623,2025-08-04,2025-08-14,2025-08-10,Saída,Pessoal,Marketing,Fornecedor 45,Cartão,10380.18,10405.17,Pago
MOV-00624,2025-07-13,2025-08-12,2025-08-11,Saída,Fornecedores,Comercial,Fornecedor 24,Transferência,6596.53,6557.19,Pago
MOV-00625,2025-08-14,2025-08-25,2025-08-23,Saída,Fornecedores,Marketing,Fornecedor 43,Boleto,5818.47,5705.57,Pago
MOV-00626,2025-07-05,2025-08-04,2025-08-04,Saída,Fornecedores,Marketing,Fornecedor 13,Boleto,5103.45,5099.32,Pago
MOV-00627,2025-07-23,2025-08-19,2025-08-20,Saída,Fornecedores,Tecnologia,Fornecedor 32,Cartão,1352.82,1317.35,Pago
MOV-00628,2025-07-26,2025-08-11,2025-08-13,Saída,Administrativo,Administrativo,Fornecedor 30,Boleto,1260.83,1253.68,Pago
MOV-00629,2025-07-24,2025-08-03,2025-08-08,Saída,Tecnologia,Marketing,Fornecedor 40,PIX,3487.79,3485.47,Pago em atraso
MOV-00630,2025-06-27,2025-08-01,2025-07-27,Saída,Fornecedores,Comercial,Fornecedor 30,Boleto,7763.47,7951.97,Pago
MOV-00631,2025-07-29,2025-08-27,2025-08-29,Saída,Logística,Operações,Fornecedor 05,Boleto,1749.68,1759.65,Pago
MOV-00632,2025-07-25,2025-08-22,2025-08-18,Saída,Pessoal,Administrativo,Fornecedor 09,Transferência,14852.95,15277.02,Pago
MOV-00633,2025-08-12,2025-08-25,2025-08-31,Saída,Logística,Tecnologia,Fornecedor 10,Cartão,9247.46,9156.19,Pago em atraso
MOV-00634,2025-07-02,2025-08-06,2025-08-01,Saída,Fornecedores,Administrativo,Fornecedor 25,Boleto,4895.96,4788.26,Pago
MOV-00635,2025-07-04,2025-08-01,2025-08-04,Saída,Fornecedores,Tecnologia,Fornecedor 27,Cartão,6099.49,6175.15,Pago em atraso
MOV-00636,2025-08-06,2025-08-21,2025-08-23,Saída,Marketing,Administrativo,Fornecedor 45,PIX,3211.95,3195.0,Pago
MOV-00637,2025-08-10,2025-08-20,2025-08-19,Saída,Marketing,Administrativo,Fornecedor 16,Boleto,8466.95,8389.66,Pago
MOV-00638,2025-07-05,2025-08-04,2025-08-02,Saída,Fornecedores,Operações,Fornecedor 18,PIX,6544.04,6529.99,Pago
MOV-00639,2025-08-07,2025-08-22,2025-08-24,Saída,Fornecedores,Comercial,Fornecedor 04,Transferência,9283.57,9282.19,Pago
MOV-00640,2025-07-09,2025-08-11,2025-08-13,Saída,Fornecedores,Comercial,Fornecedor 35,Boleto,5561.73,5409.33,Pago
MOV-00641,2025-08-20,2025-09-17,2025-09-25,Entrada,Vendas B2B,Administrativo,Cliente 21,Cartão,2736.45,2772.8,Pago em atraso
MOV-00642,2025-08-29,2025-09-11,2025-09-07,Entrada,Vendas B2B,Operações,Cliente 27,Boleto,11047.92,10932.67,Pago
MOV-00643,2025-09-02,2025-09-16,2025-09-11,Entrada,Vendas B2B,Operações,Cliente 40,Cartão,5194.75,5316.46,Pago
MOV-00644,2025-08-30,2025-09-15,2025-09-15,Entrada,Vendas B2B,Tecnologia,Cliente 09,PIX,7155.54,7359.71,Pago
MOV-00645,2025-08-21,2025-09-05,2025-09-20,Entrada,Assinaturas,Tecnologia,Cliente 15,Transferência,3128.89,3121.11,Pago em atraso
MOV-00646,2025-08-25,2025-09-21,2025-09-18,Entrada,Assinaturas,Operações,Cliente 06,Cartão,12493.85,12552.41,Pago
MOV-00647,2025-08-05,2025-09-07,2025-09-09,Entrada,Serviços,Marketing,Cliente 16,Boleto,8640.4,8525.92,Pago
MOV-00648,2025-09-08,2025-09-19,2025-09-14,Entrada,Vendas B2B,Comercial,Cliente 31,PIX,9798.41,9750.07,Pago
MOV-00649,2025-09-09,2025-09-26,2025-09-22,Entrada,Vendas B2B,Comercial,Cliente 36,PIX,7422.87,7401.69,Pago
MOV-00650,2025-08-26,2025-09-07,2025-09-17,Entrada,Assinaturas,Comercial,Cliente 31,Transferência,7580.66,7461.98,Pago em atraso
MOV-00651,2025-08-26,2025-09-19,2025-09-14,Entrada,Vendas B2B,Operações,Cliente 26,Boleto,8256.38,8492.39,Pago
MOV-00652,2025-09-03,2025-09-15,2025-09-10,Entrada,Assinaturas,Marketing,Cliente 45,Transferência,7116.22,7270.09,Pago
MOV-00653,2025-09-13,2025-09-25,2025-09-23,Entrada,Assinaturas,Administrativo,Cliente 22,PIX,6168.94,6275.43,Pago
MOV-00654,2025-08-19,2025-09-12,2025-09-08,Entrada,Vendas B2B,Administrativo,Cliente 03,Transferência,14039.38,13940.79,Pago
MOV-00655,2025-09-03,2025-09-23,2025-09-30,Entrada,Vendas B2B,Operações,Cliente 35,PIX,10679.94,10448.23,Pago em atraso
MOV-00656,2025-08-22,2025-09-25,2025-09-23,Entrada,Assinaturas,Operações,Cliente 21,Transferência,11824.52,12004.14,Pago
MOV-00657,2025-08-21,2025-09-14,2025-09-10,Entrada,Serviços,Marketing,Cliente 33,PIX,8824.55,8757.21,Pago
MOV-00658,2025-09-06,2025-09-27,2025-09-26,Entrada,Vendas B2B,Comercial,Cliente 13,Cartão,9188.15,9161.68,Pago
MOV-00659,2025-08-19,2025-09-06,2025-09-02,Entrada,Vendas B2B,Comercial,Cliente 45,Boleto,7376.2,7203.32,Pago
MOV-00660,2025-08-17,2025-09-17,2025-09-12,Entrada,Vendas B2B,Administrativo,Cliente 09,Cartão,13590.17,13421.52,Pago
MOV-00661,2025-08-17,2025-09-21,2025-09-28,Entrada,Vendas B2B,Operações,Cliente 34,Transferência,8058.49,7847.17,Pago em atraso
MOV-00662,2025-08-20,2025-09-21,2025-09-23,Entrada,Vendas B2B,Administrativo,Cliente 36,Cartão,6761.74,6799.62,Pago
MOV-00663,2025-09-05,2025-09-26,2025-09-25,Entrada,Vendas B2B,Tecnologia,Cliente 04,Boleto,9641.68,9483.62,Pago
MOV-00664,2025-08-18,2025-09-06,2025-09-03,Entrada,Vendas B2B,Operações,Cliente 12,Boleto,8213.31,8317.69,Pago
MOV-00665,2025-08-27,2025-09-11,2025-09-13,Entrada,Vendas B2B,Operações,Cliente 36,PIX,3863.64,3808.1,Pago
MOV-00666,2025-08-23,2025-09-05,2025-09-02,Entrada,Assinaturas,Comercial,Cliente 26,Cartão,14912.09,14942.19,Pago
MOV-00667,2025-08-22,2025-09-11,2025-09-29,Entrada,Assinaturas,Tecnologia,Cliente 31,Transferência,14524.18,14938.64,Pago em atraso
MOV-00668,2025-09-06,2025-09-19,2025-09-21,Entrada,Serviços,Marketing,Cliente 03,Boleto,12039.84,11923.31,Pago
MOV-00669,2025-08-20,2025-09-01,2025-08-30,Entrada,Assinaturas,Tecnologia,Cliente 04,Boleto,3863.11,3850.59,Pago
MOV-00670,2025-09-01,2025-09-25,2025-09-20,Entrada,Assinaturas,Comercial,Cliente 33,Cartão,5213.75,5083.49,Pago
MOV-00671,2025-08-30,2025-09-20,2025-09-15,Entrada,Vendas B2B,Marketing,Cliente 10,Cartão,6440.53,6598.37,Pago
MOV-00672,2025-08-14,2025-09-10,2025-09-09,Entrada,Vendas B2B,Comercial,Cliente 14,Cartão,7147.15,7351.93,Pago
MOV-00673,2025-08-23,2025-09-15,2025-09-16,Entrada,Assinaturas,Operações,Cliente 38,PIX,7696.03,7801.59,Pago
MOV-00674,2025-08-31,2025-09-28,2025-09-28,Entrada,Vendas B2B,Marketing,Cliente 06,PIX,6254.15,6091.34,Pago
MOV-00675,2025-08-27,2025-09-18,2025-09-15,Saída,Pessoal,Tecnologia,Fornecedor 36,Cartão,8985.73,8823.59,Pago
MOV-00676,2025-09-03,2025-09-27,2025-09-29,Saída,Fornecedores,Operações,Fornecedor 02,PIX,8894.11,8925.75,Pago
MOV-00677,2025-08-21,2025-09-21,2025-09-23,Saída,Fornecedores,Tecnologia,Fornecedor 27,Boleto,3876.11,3788.71,Pago
MOV-00678,2025-08-23,2025-09-04,2025-09-06,Saída,Pessoal,Administrativo,Fornecedor 24,Cartão,7552.72,7776.73,Pago
MOV-00679,2025-08-14,2025-09-16,2025-09-12,Saída,Pessoal,Administrativo,Fornecedor 02,Transferência,10787.76,10705.69,Pago
MOV-00680,2025-08-31,2025-09-11,2025-09-08,Saída,Fornecedores,Tecnologia,Fornecedor 24,Cartão,1571.04,1557.6,Pago
MOV-00681,2025-07-30,2025-09-02,2025-08-29,Saída,Marketing,Operações,Fornecedor 07,Boleto,10123.7,10132.12,Pago
MOV-00682,2025-08-21,2025-09-22,2025-09-21,Saída,Pessoal,Tecnologia,Fornecedor 07,Transferência,12466.08,12604.79,Pago
MOV-00683,2025-09-02,2025-09-17,2025-09-19,Saída,Logística,Comercial,Fornecedor 14,Boleto,1135.96,1129.96,Pago
MOV-00684,2025-09-06,2025-09-18,2025-09-14,Saída,Pessoal,Comercial,Fornecedor 09,PIX,12198.37,12137.88,Pago
MOV-00685,2025-09-08,2025-09-27,2025-09-27,Saída,Pessoal,Comercial,Fornecedor 08,Boleto,8547.25,8379.15,Pago
MOV-00686,2025-09-11,2025-09-23,2025-09-20,Saída,Fornecedores,Marketing,Fornecedor 45,PIX,7634.99,7502.07,Pago
MOV-00687,2025-08-21,2025-09-25,2025-09-23,Saída,Fornecedores,Administrativo,Fornecedor 38,PIX,8402.34,8204.62,Pago
MOV-00688,2025-08-12,2025-09-10,2025-09-06,Saída,Pessoal,Operações,Fornecedor 38,Boleto,5852.1,5951.25,Pago
MOV-00689,2025-08-13,2025-09-03,2025-09-02,Saída,Fornecedores,Tecnologia,Fornecedor 11,Boleto,4366.04,4483.61,Pago
MOV-00690,2025-09-06,2025-09-25,2025-10-02,Saída,Pessoal,Operações,Fornecedor 35,PIX,12405.01,12565.64,Pago em atraso
MOV-00691,2025-08-10,2025-09-07,2025-09-09,Saída,Administrativo,Operações,Fornecedor 29,PIX,1954.25,1938.59,Pago
MOV-00692,2025-08-10,2025-09-13,2025-09-11,Saída,Fornecedores,Tecnologia,Fornecedor 08,Cartão,4397.41,4373.02,Pago
MOV-00693,2025-09-14,2025-09-25,2025-09-24,Saída,Fornecedores,Comercial,Fornecedor 21,Cartão,2309.34,2317.26,Pago
MOV-00694,2025-08-28,2025-09-20,2025-09-22,Saída,Fornecedores,Tecnologia,Fornecedor 28,Boleto,3718.17,3657.02,Pago
MOV-00695,2025-08-26,2025-09-26,2025-09-26,Saída,Logística,Marketing,Fornecedor 44,PIX,9547.56,9363.84,Pago
MOV-00696,2025-08-22,2025-09-04,2025-09-05,Saída,Pessoal,Operações,Fornecedor 05,Transferência,11197.35,11328.38,Pago
MOV-00697,2025-08-28,2025-09-20,2025-09-21,Saída,Administrativo,Marketing,Fornecedor 18,Transferência,4242.98,4146.94,Pago
MOV-00698,2025-08-18,2025-09-13,2025-09-14,Saída,Tecnologia,Tecnologia,Fornecedor 10,Cartão,8653.13,8906.25,Pago
MOV-00699,2025-08-14,2025-09-16,2025-09-13,Saída,Fornecedores,Comercial,Fornecedor 05,Cartão,3404.14,3308.09,Pago
MOV-00700,2025-08-15,2025-09-13,2025-09-13,Saída,Marketing,Administrativo,Fornecedor 07,PIX,10285.06,10070.76,Pago
MOV-00701,2025-08-22,2025-09-16,2025-09-14,Saída,Marketing,Marketing,Fornecedor 33,Transferência,5972.47,5898.49,Pago
MOV-00702,2025-08-19,2025-09-01,2025-08-27,Saída,Pessoal,Marketing,Fornecedor 29,Transferência,10049.44,10345.32,Pago
MOV-00703,2025-07-30,2025-09-02,2025-09-20,Saída,Logística,Tecnologia,Fornecedor 11,Cartão,5234.26,5284.32,Pago em atraso
MOV-00704,2025-08-25,2025-09-25,2025-09-27,Saída,Pessoal,Administrativo,Fornecedor 37,Cartão,8771.04,8855.28,Pago
MOV-00705,2025-08-23,2025-09-13,2025-09-14,Saída,Pessoal,Tecnologia,Fornecedor 21,PIX,9763.76,9832.27,Pago
MOV-00706,2025-08-28,2025-09-27,2025-09-22,Saída,Fornecedores,Tecnologia,Fornecedor 25,PIX,1443.3,1466.27,Pago
MOV-00707,2025-08-14,2025-09-02,2025-08-31,Saída,Pessoal,Administrativo,Fornecedor 06,PIX,8963.91,8821.18,Pago
MOV-00708,2025-08-06,2025-09-06,2025-09-17,Saída,Logística,Marketing,Fornecedor 37,Cartão,2104.82,2046.4,Pago em atraso
MOV-00709,2025-08-28,2025-09-19,2025-09-30,Saída,Fornecedores,Tecnologia,Fornecedor 37,PIX,7651.34,7595.21,Pago em atraso
MOV-00710,2025-08-19,2025-09-22,2025-09-24,Saída,Logística,Tecnologia,Fornecedor 11,Transferência,1967.33,1967.66,Pago
MOV-00711,2025-09-01,2025-09-28,2025-09-24,Saída,Pessoal,Operações,Fornecedor 19,Transferência,9681.6,9879.33,Pago
MOV-00712,2025-08-16,2025-09-13,2025-09-09,Saída,Fornecedores,Comercial,Fornecedor 38,Transferência,10515.46,10652.82,Pago
MOV-00713,2025-09-05,2025-09-17,2025-09-15,Saída,Fornecedores,Tecnologia,Fornecedor 33,Transferência,6415.82,6357.04,Pago
MOV-00714,2025-08-17,2025-09-13,2025-09-15,Saída,Pessoal,Operações,Fornecedor 02,Boleto,7175.63,7249.49,Pago
MOV-00715,2025-08-28,2025-09-24,2025-09-23,Saída,Pessoal,Administrativo,Fornecedor 28,PIX,13608.13,13965.07,Pago
MOV-00716,2025-08-13,2025-09-05,2025-09-04,Saída,Pessoal,Tecnologia,Fornecedor 05,Boleto,6733.88,6872.92,Pago
MOV-00717,2025-08-24,2025-09-10,2025-09-09,Saída,Logística,Marketing,Fornecedor 16,PIX,3559.1,3599.0,Pago
MOV-00718,2025-09-03,2025-09-26,2025-09-28,Saída,Fornecedores,Marketing,Fornecedor 42,PIX,1277.19,1276.07,Pago
MOV-00719,2025-08-17,2025-09-01,2025-08-31,Saída,Fornecedores,Comercial,Fornecedor 32,PIX,3614.2,3648.61,Pago
MOV-00720,2025-08-19,2025-09-11,2025-09-07,Saída,Fornecedores,Tecnologia,Fornecedor 43,PIX,9564.26,9794.13,Pago
MOV-00721,2025-10-01,2025-10-27,2025-10-31,Entrada,Vendas B2B,Comercial,Cliente 34,Transferência,12763.4,12817.75,Pago em atraso
MOV-00722,2025-09-22,2025-10-20,2025-10-31,Entrada,Vendas B2B,Marketing,Cliente 16,Cartão,3420.86,3385.82,Pago em atraso
MOV-00723,2025-09-09,2025-10-07,2025-10-09,Entrada,Vendas B2B,Comercial,Cliente 32,Transferência,3627.33,3607.39,Pago
MOV-00724,2025-09-13,2025-10-18,2025-10-16,Entrada,Assinaturas,Operações,Cliente 24,Cartão,3703.95,3806.92,Pago
MOV-00725,2025-08-31,2025-10-01,2025-09-26,Entrada,Assinaturas,Comercial,Cliente 45,Boleto,12533.5,12790.29,Pago
MOV-00726,2025-09-20,2025-10-21,2025-10-21,Entrada,Vendas B2B,Comercial,Cliente 35,Boleto,7090.78,7262.3,Pago
MOV-00727,2025-09-09,2025-10-13,2025-10-12,Entrada,Serviços,Operações,Cliente 20,Boleto,7137.9,7052.63,Pago
MOV-00728,2025-09-27,2025-10-15,2025-10-16,Entrada,Serviços,Comercial,Cliente 32,Cartão,4293.07,4367.59,Pago
MOV-00729,2025-09-09,2025-10-11,2025-10-07,Entrada,Assinaturas,Tecnologia,Cliente 33,PIX,13843.86,14113.32,Pago
MOV-00730,2025-10-17,2025-10-27,2025-10-27,Entrada,Vendas B2B,Comercial,Cliente 42,Boleto,9800.77,9773.29,Pago
MOV-00731,2025-09-15,2025-10-05,2025-10-12,Entrada,Assinaturas,Administrativo,Cliente 06,PIX,12155.26,12248.83,Pago em atraso
MOV-00732,2025-09-24,2025-10-25,2025-10-22,Entrada,Vendas B2B,Marketing,Cliente 21,Cartão,8731.98,8913.76,Pago
MOV-00733,2025-09-23,2025-10-09,2025-10-09,Entrada,Vendas B2B,Comercial,Cliente 27,Transferência,11459.19,11665.13,Pago
MOV-00734,2025-10-17,2025-10-27,2025-10-25,Entrada,Vendas B2B,Administrativo,Cliente 42,Boleto,13219.33,12839.2,Pago
MOV-00735,2025-09-08,2025-10-07,2025-10-04,Entrada,Serviços,Marketing,Cliente 39,Transferência,14437.53,14047.53,Pago
MOV-00736,2025-09-10,2025-10-06,2025-10-02,Entrada,Vendas B2B,Marketing,Cliente 30,Cartão,14236.92,13821.87,Pago
MOV-00737,2025-09-12,2025-10-07,2025-10-06,Entrada,Vendas B2B,Marketing,Cliente 09,Cartão,11189.86,11047.5,Pago
MOV-00738,2025-10-04,2025-10-27,2025-10-25,Entrada,Serviços,Operações,Cliente 02,Transferência,9775.43,9727.53,Pago
MOV-00739,2025-09-15,2025-10-15,2025-10-15,Entrada,Serviços,Marketing,Cliente 06,PIX,5231.09,5257.11,Pago
MOV-00740,2025-09-21,2025-10-23,2025-10-21,Entrada,Vendas B2B,Marketing,Cliente 39,Transferência,13157.67,13326.09,Pago
MOV-00741,2025-09-11,2025-10-02,2025-09-30,Entrada,Vendas B2B,Administrativo,Cliente 43,PIX,9238.45,9222.34,Pago
MOV-00742,2025-09-29,2025-10-13,2025-10-14,Entrada,Vendas B2B,Administrativo,Cliente 03,Boleto,8584.61,8672.82,Pago
MOV-00743,2025-09-09,2025-10-11,2025-10-08,Entrada,Vendas B2B,Administrativo,Cliente 28,Boleto,8574.7,8363.58,Pago
MOV-00744,2025-09-12,2025-10-05,2025-10-04,Entrada,Vendas B2B,Tecnologia,Cliente 17,Transferência,6200.59,6292.79,Pago
MOV-00745,2025-09-22,2025-10-06,2025-10-08,Entrada,Vendas B2B,Administrativo,Cliente 43,Cartão,7727.5,7849.75,Pago
MOV-00746,2025-09-06,2025-10-08,2025-10-10,Entrada,Vendas B2B,Marketing,Cliente 28,PIX,4148.41,4088.73,Pago
MOV-00747,2025-09-19,2025-10-02,2025-10-04,Entrada,Serviços,Operações,Cliente 08,Transferência,13852.7,13817.59,Pago
MOV-00748,2025-09-05,2025-10-06,2025-10-05,Entrada,Vendas B2B,Administrativo,Cliente 14,PIX,13116.91,13166.69,Pago
MOV-00749,2025-09-13,2025-10-14,2025-10-12,Entrada,Assinaturas,Comercial,Cliente 22,PIX,9410.3,9561.76,Pago
MOV-00750,2025-09-20,2025-10-04,2025-09-30,Entrada,Vendas B2B,Comercial,Cliente 06,Cartão,14527.35,14821.07,Pago
MOV-00751,2025-10-05,2025-10-15,2025-10-14,Entrada,Serviços,Tecnologia,Cliente 03,Cartão,10516.5,10575.94,Pago
MOV-00752,2025-10-13,2025-10-24,2025-10-21,Entrada,Vendas B2B,Tecnologia,Cliente 21,PIX,11413.98,11216.31,Pago
MOV-00753,2025-10-03,2025-10-20,2025-10-21,Entrada,Assinaturas,Marketing,Cliente 06,PIX,9115.76,8981.85,Pago
MOV-00754,2025-09-30,2025-10-25,2025-10-22,Entrada,Serviços,Marketing,Cliente 20,Boleto,4326.89,4228.39,Pago
MOV-00755,2025-09-09,2025-10-07,2025-10-08,Saída,Pessoal,Administrativo,Fornecedor 28,PIX,8343.15,8331.36,Pago
MOV-00756,2025-09-24,2025-10-20,2025-10-21,Saída,Tecnologia,Tecnologia,Fornecedor 30,Boleto,8498.67,8291.11,Pago
MOV-00757,2025-09-23,2025-10-16,2025-10-12,Saída,Marketing,Comercial,Fornecedor 31,Transferência,7596.55,7501.15,Pago
MOV-00758,2025-09-29,2025-10-10,2025-10-11,Saída,Fornecedores,Administrativo,Fornecedor 05,PIX,2168.1,2141.5,Pago
MOV-00759,2025-09-17,2025-10-15,2025-10-14,Saída,Pessoal,Comercial,Fornecedor 33,PIX,8716.76,8641.16,Pago
MOV-00760,2025-09-13,2025-10-06,2025-10-07,Saída,Fornecedores,Tecnologia,Fornecedor 21,Cartão,7114.18,6920.07,Pago
MOV-00761,2025-10-14,2025-10-26,2025-10-23,Saída,Tecnologia,Administrativo,Fornecedor 17,PIX,5153.22,5063.88,Pago
MOV-00762,2025-09-09,2025-10-01,2025-10-03,Saída,Pessoal,Administrativo,Fornecedor 32,Transferência,8568.46,8547.98,Pago
MOV-00763,2025-09-30,2025-10-12,2025-10-13,Saída,Marketing,Operações,Fornecedor 09,PIX,10008.36,10191.3,Pago
MOV-00764,2025-09-23,2025-10-23,2025-10-18,Saída,Fornecedores,Operações,Fornecedor 42,Boleto,8544.76,8395.69,Pago
MOV-00765,2025-09-14,2025-10-07,2025-10-22,Saída,Pessoal,Comercial,Fornecedor 08,Boleto,11808.09,11558.82,Pago em atraso
MOV-00766,2025-09-21,2025-10-15,2025-10-17,Saída,Logística,Administrativo,Fornecedor 16,Boleto,7829.55,7603.88,Pago
